from,to,weight,abs_weight,sign
May hinder learning by doing work,Satisfied with level of assistance,0.09376678737356064,0.09376678737356064,positive
Provides information efficiently,International regulation is necessary,0.09337115272602295,0.09337115272602295,positive
University ethical guidelines are necessary,Use is under my control,0.09281260462928856,0.09281260462928856,positive
May encourage cheating,Curious when using ChatGPT,0.09160727896586773,0.09160727896586773,positive
May mislead with inaccurate information,Enhances access to knowledge sources,0.09075860356387308,0.09075860356387308,positive
Satisfied with information quality,Hopeful when using ChatGPT,0.0902638026939629,0.0902638026939629,positive
Provides reliable information,Anxious when using ChatGPT,0.0900577333238409,0.0900577333238409,positive
University ethical guidelines are necessary,Satisfied with level of assistance,0.08961294438571321,0.08961294438571321,positive
Facilitates classroom learning,Satisfied with information quality,0.08947450892739656,0.08947450892739656,positive
Provides information efficiently,Use is under my control,0.08902835975803694,0.08902835975803694,positive
May hinder learning by doing work,Use is under my control,0.08877283259213442,0.08877283259213442,positive
May mislead with inaccurate information,Enhances learning experience,0.08836860823388712,0.08836860823388712,positive
Will increase demand for AI skills,Excited when using ChatGPT,0.08751851227679436,0.08751851227679436,positive
Will increase demand for AI skills,Anxious when using ChatGPT,0.08711646904770022,0.08711646904770022,positive
Helps in everyday life,Will reduce the number of jobs,0.08666485382847108,0.08666485382847108,positive
Will increase demand for AI skills,Calm when using ChatGPT,0.08612277056450567,0.08612277056450567,positive
Increases study efficiency,Excited when using ChatGPT,0.08582883887789863,0.08582883887789863,positive
May hinder learning by doing work,Satisfied with information quality,0.08554248328488825,0.08554248328488825,positive
Satisfied with level of assistance,Hopeful when using ChatGPT,0.08542779546042997,0.08542779546042997,positive
Use is interesting,Calm when using ChatGPT,0.08510589909464572,0.08510589909464572,positive
May encourage cheating,Enhances learning experience,0.08476379120621033,0.08476379120621033,positive
Helps in everyday life,Curious when using ChatGPT,0.08320042049601771,0.08320042049601771,positive
University ethical guidelines are necessary,Anxious when using ChatGPT,0.082972658701902,0.082972658701902,positive
Enhances learning experience,Anxious when using ChatGPT,0.0821683525723239,0.0821683525723239,positive
Improves skills,Hopeful when using ChatGPT,0.0817126329582746,0.0817126329582746,positive
Provides reliable information,May encourage cheating,0.0814632639149766,0.0814632639149766,positive
General ChatGPT use,Provides reliable information,0.08141004378462802,0.08141004378462802,positive
University ethical guidelines are necessary,Improves skills,0.0809780808124724,0.0809780808124724,positive
General ChatGPT use,University ethical guidelines are necessary,0.08047640321342289,0.08047640321342289,positive
Facilitates classroom learning,Curious when using ChatGPT,0.08041674156513022,0.08041674156513022,positive
Satisfied with level of assistance,Improves skills,0.08006407278307957,0.08006407278307957,positive
May encourage cheating,Will increase demand for AI skills,0.079856825916876,0.079856825916876,positive
Facilitates classroom learning,Hopeful when using ChatGPT,0.07944599773460395,0.07944599773460395,positive
Provides information efficiently,Anxious when using ChatGPT,0.07885874851774158,0.07885874851774158,positive
Increases motivation to study,Curious when using ChatGPT,0.0788197293378166,0.0788197293378166,positive
Will reduce the number of jobs,Excited when using ChatGPT,0.07800565313054994,0.07800565313054994,positive
International regulation is necessary,Helps in everyday life,0.07799282274400363,0.07799282274400363,positive
Will reduce the number of jobs,Hopeful when using ChatGPT,0.07691859880735583,0.07691859880735583,positive
Helps in everyday life,Anxious when using ChatGPT,0.0767532899558164,0.0767532899558164,positive
May hinder learning by doing work,Hopeful when using ChatGPT,0.07630422729510321,0.07630422729510321,positive
International regulation is necessary,Use is under my control,0.07581526206757859,0.07581526206757859,positive
May encourage cheating,Ability to use is important,0.07580745409824119,0.07580745409824119,positive
Use is under my control,Improves skills,0.07543375533460098,0.07543375533460098,positive
May hinder learning by doing work,Curious when using ChatGPT,0.07500794735878347,0.07500794735878347,positive
University ethical guidelines are necessary,Helps in everyday life,0.07466956972019276,0.07466956972019276,positive
University ethical guidelines are necessary,Enhances learning experience,0.0731950323210309,0.0731950323210309,positive
May invade privacy,Calm when using ChatGPT,0.07282570874029438,0.07282570874029438,positive
Facilitates classroom learning,Satisfied with level of assistance,0.07277541216478471,0.07277541216478471,positive
May encourage cheating,Increases study efficiency,0.07273980328753193,0.07273980328753193,positive
University ethical guidelines are necessary,Satisfied with information accuracy,0.07194736731353285,0.07194736731353285,positive
University ethical guidelines are necessary,Satisfied with information quality,0.07187791979905869,0.07187791979905869,positive
May encourage cheating,Helps in everyday life,0.07111976856136694,0.07111976856136694,positive
General ChatGPT use,Anxious when using ChatGPT,0.06973858167529853,0.06973858167529853,positive
General ChatGPT use,International regulation is necessary,0.06926493730149248,0.06926493730149248,positive
May mislead with inaccurate information,Hopeful when using ChatGPT,0.06913592343650454,0.06913592343650454,positive
Ability to use is important,Calm when using ChatGPT,0.0691276908577646,0.0691276908577646,positive
General ChatGPT use,Calm when using ChatGPT,0.06879136431054003,0.06879136431054003,positive
Increases study efficiency,Anxious when using ChatGPT,0.06859755170332857,0.06859755170332857,positive
Provides reliable information,Calm when using ChatGPT,0.06853075528357938,0.06853075528357938,positive
Will increase demand for AI skills,Hopeful when using ChatGPT,0.06810345494268984,0.06810345494268984,positive
Satisfied with information quality,Excited when using ChatGPT,0.06799584349856327,0.06799584349856327,positive
May mislead with inaccurate information,Will increase demand for AI skills,0.06778035757319575,0.06778035757319575,positive
Increases study efficiency,Hopeful when using ChatGPT,0.06513144259443117,0.06513144259443117,positive
Satisfied with information quality,Curious when using ChatGPT,0.06483618028737637,0.06483618028737637,positive
May invade privacy,Hopeful when using ChatGPT,0.06478378962773527,0.06478378962773527,positive
Helps in everyday life,Hopeful when using ChatGPT,0.0645721494047698,0.0645721494047698,positive
Facilitates classroom learning,Use is interesting,0.064017685365993,0.064017685365993,positive
May hinder learning by doing work,Helps in everyday life,0.06378810817461576,0.06378810817461576,positive
Provides information efficiently,Will reduce the number of jobs,0.0637109919212795,0.0637109919212795,positive
May encourage cheating,Calm when using ChatGPT,0.06287723420096067,0.06287723420096067,positive
May encourage cheating,Enhances access to knowledge sources,0.06284199797789033,0.06284199797789033,positive
Satisfied with information accuracy,Calm when using ChatGPT,0.06208955339814095,0.06208955339814095,positive
General ChatGPT use,May hinder learning by doing work,0.06177242800322409,0.06177242800322409,positive
General ChatGPT use,Increases motivation to study,0.061343984819650726,0.061343984819650726,positive
May encourage cheating,Improves skills,0.060298941719528557,0.060298941719528557,positive
Simplifies complex information,Will reduce the number of jobs,0.05963634760178334,0.05963634760178334,positive
May hinder learning by doing work,Calm when using ChatGPT,0.058455133282044325,0.058455133282044325,positive
Provides information efficiently,May encourage cheating,0.058297930662106145,0.058297930662106145,positive
Will reduce the number of jobs,Calm when using ChatGPT,0.0582838485927477,0.0582838485927477,positive
International regulation is necessary,Calm when using ChatGPT,0.05757747669635116,0.05757747669635116,positive
Use is under my control,Enhances learning experience,0.05511019042377974,0.05511019042377974,positive
May invade privacy,Satisfied with information quality,0.05431449382572133,0.05431449382572133,positive
May invade privacy,Excited when using ChatGPT,0.054056832895165274,0.054056832895165274,positive
International regulation is necessary,Ability to use is important,0.05372662608349823,0.05372662608349823,positive
May encourage cheating,Satisfied with level of assistance,0.053599640197140135,0.053599640197140135,positive
May mislead with inaccurate information,Calm when using ChatGPT,0.05170199642059005,0.05170199642059005,positive
Facilitates classroom learning,Will reduce the number of jobs,0.05140101951624672,0.05140101951624672,positive
May encourage cheating,Hopeful when using ChatGPT,0.05088075444509953,0.05088075444509953,positive
Satisfied with information quality,Will reduce the number of jobs,0.049595532270905324,0.049595532270905324,positive
May encourage cheating,Excited when using ChatGPT,0.04863226015980444,0.04863226015980444,positive
University ethical guidelines are necessary,Will reduce the number of jobs,0.04606729634686993,0.04606729634686993,positive
University ethical guidelines are necessary,Curious when using ChatGPT,0.04596299312676637,0.04596299312676637,positive
Provides reliable information,International regulation is necessary,0.04375369061215967,0.04375369061215967,positive
Increases study efficiency,Calm when using ChatGPT,0.041270747457995624,0.041270747457995624,positive
General ChatGPT use,Will reduce the number of jobs,0.0388382209822183,0.0388382209822183,positive
